Epoch,Training Error,Testing Error
35124,332.8618469,1718.534424
35125,327.1672974,1750.010864
35126,332.7817383,1718.275757
35127,326.9335938,1750.107666
35128,332.441864,1717.807495
35129,326.4838867,1750.121948
35130,331.8875732,1717.177246
35131,325.8634949,1750.070679
35132,331.1627502,1716.420898
35133,325.1092224,1749.970093
35134,330.3004761,1715.557861
35135,324.2472229,1749.837524
35136,329.3250427,1714.597656
35137,323.2956848,1749.689331
35138,328.2565918,1713.546753
35139,322.271698,1749.54126
35140,327.1188354,1712.421265
35141,321.1994324,1749.406006
35142,325.9456787,1711.256226
35143,320.1131897,1749.28833
35144,324.7793884,1710.105469
35145,319.0551453,1749.188721
35146,323.6635742,1709.015503
35147,318.0637817,1749.114746
35148,322.6338501,1708.008179
35149,317.1654358,1749.094971
35150,321.717926,1707.076782
35151,316.3769531,1749.170166
35152,320.9381104,1706.204224
35153,315.7125854,1749.383911
35154,320.3149719,1705.373779
35155,315.1863708,1749.774292
35156,319.8669739,1704.567261
35157,314.8117065,1750.378052
35158,319.6114502,1703.762573
35159,314.6009827,1751.235596
35160,319.5639648,1702.931519
35161,314.5641785,1752.392822
35162,319.7386475,1702.035522
35163,314.708374,1753.903198
35164,320.1481628,1701.025391
35165,315.0390625,1755.830566
35166,320.8063965,1699.83728
35167,315.5650635,1758.260132
35168,321.7363892,1698.392456
35169,316.3152466,1761.314331
35170,322.994873,1696.638916
35171,317.3709106,1765.119629
35172,324.7002869,1694.763916
35173,318.8551941,1769.615234
35174,326.9598083,1693.086792
35175,320.7943115,1774.619385
35176,329.745636,1691.199341
35177,323.0768433,1780.061279
35178,332.9301758,1688.909912
35179,325.6598206,1785.835327
35180,336.4703369,1686.605469
35181,328.3597107,1791.821167
35182,340.0748901,1684.074463
35183,330.6263733,1797.13855
35184,342.8916626,1681.329102
35185,332.2774658,1801.678223
35186,344.9503784,1678.276611
35187,333.733429,1806.30481
35188,346.8005676,1674.83667
35189,335.2674255,1811.261841
35190,348.6784363,1671.139526
35191,336.7574463,1816.020386
35192,350.394104,1667.556274
35193,337.8561096,1819.854614
35194,351.5106201,1664.178955
35195,338.4515076,1822.510376
35196,352.0533447,1661.133545
35197,338.7022705,1824.356445
35198,352.3867188,1658.547363
35199,338.850769,1825.950928
35200,352.6767578,1656.491821
35201,338.4801025,1826.365601
35202,352.141449,1654.954224
35203,337.1687927,1825.03772
35204,350.2070618,1653.980469
35205,335.016571,1822.257935
35206,347.0765991,1653.466187
35207,332.2333069,1818.36377
35208,343.1587524,1653.302124
35209,329.0603027,1813.758545
35210,338.8097229,1653.419922
35211,325.7600708,1808.931885
35212,334.4085693,1653.81311
35213,322.7189636,1804.490723
35214,330.5050964,1654.429199
35215,320.2779846,1800.888306
35216,327.5131836,1655.109863
35217,318.4485779,1798.133545
35218,325.3414001,1655.7229
35219,317.0917358,1796.083252
35220,323.7662964,1656.228271
35221,316.090271,1794.605225
35222,322.6328125,1656.633057
35223,315.368103,1793.598389
35224,321.8440247,1656.951904
35225,314.8742981,1792.986206
35226,321.3355103,1657.200562
35227,314.5722961,1792.70874
35228,321.0603333,1657.392456
35229,314.4338074,1792.714233
35230,320.9825745,1657.537354
35231,314.4379272,1792.957153
35232,321.075592,1657.645874
35233,314.5693359,1793.397217
35234,321.3192139,1657.725586
35235,314.8175964,1793.999512
35236,321.6989441,1657.78479
35237,315.1755371,1794.738159
35238,322.2026062,1657.833618
35239,315.6390686,1795.599365
35240,322.8244934,1657.882813
35241,316.2151184,1796.601196
35242,323.5845337,1657.942749
35243,316.938446,1797.8125
35244,324.5563049,1658.025757
35245,317.8955383,1799.376831
35246,325.8847046,1658.153442
35247,319.2322693,1801.502197
35248,327.7904053,1658.377563
35249,321.1479797,1804.417847
35250,330.5747375,1658.81604
35251,323.788269,1808.140625
35252,334.421936,1659.62915
35253,326.7322388,1811.768188
35254,338.5611572,1660.663086
35255,329.8143616,1815.537964
35256,342.7265625,1661.857422
35257,333.0419617,1819.448975
35258,346.9651184,1663.290161
35259,336.3889465,1823.313843
35260,351.3764648,1664.857178
35261,339.9245911,1827.168701
35262,356.2028503,1666.638428
35263,343.5075684,1830.730713
35264,361.1938171,1668.691528
35265,345.9257813,1832.222046
35266,364.2261963,1670.300781
35267,346.1722717,1830.633301
35268,363.6329346,1670.932373
35269,344.8026428,1827.415527
35270,360.9093933,1671.078613
35271,342.6177063,1823.575928
35272,357.4237366,1671.132935
35273,340.2970581,1819.864014
35274,354.0380859,1671.299561
35275,338.1062317,1816.425171
35276,350.9842834,1671.59021
35277,336.0698547,1813.198242
35278,348.1914978,1671.903076
35279,334.1680603,1810.194824
35280,345.5966187,1672.12146
35281,332.3834534,1807.466919
35282,343.173584,1672.162109
35283,330.7015686,1805.044312
35284,340.9136658,1671.996704
35285,329.1232605,1802.930908
35286,338.8313599,1671.647827
35287,327.6631775,1801.119629
35288,336.9493408,1671.160156
35289,326.3348694,1799.60437
35290,335.2729492,1670.577637
35291,325.1523438,1798.387695
35292,333.7981567,1669.941162
35293,324.1238098,1797.459595
35294,332.5186768,1669.286865
35295,323.2293091,1796.755981
35296,331.4027405,1668.630737
35297,322.4230652,1796.176636
35298,330.3906555,1667.969971
35299,321.6656494,1795.655762
35300,329.4334412,1667.306274
35301,320.9402161,1795.172852
35302,328.5126648,1666.651001
35303,320.2471008,1794.730591
35304,327.631897,1666.013916
35305,319.5969543,1794.3479
35306,326.806427,1665.379761
35307,319.0082397,1794.067139
35308,326.0629272,1664.715698
35309,318.5075378,1793.950073
35310,325.4390564,1663.987305
35311,318.1221619,1794.054199
35312,324.9735718,1663.171265
35313,317.868927,1794.406616
35314,324.6907349,1662.261841
35315,317.7414246,1794.979248
35316,324.5836792,1661.297363
35317,317.6976318,1795.663086
35318,324.5962219,1660.382568
35319,317.7103271,1796.376343
35320,324.692627,1659.627075
35321,317.8461304,1797.214722
35322,324.9588623,1659.047974
35323,318.1699524,1798.276978
35324,325.4703979,1658.624756
35325,318.6636963,1799.52063
35326,326.193573,1658.344727
35327,319.2759094,1800.848267
35328,327.06073,1658.19519
35329,319.9776917,1802.205322
35330,328.0419312,1658.162476
35331,320.7739563,1803.599243
35332,329.1524048,1658.237793
35333,321.677887,1805.04126
35334,330.4129639,1658.419312
35335,322.6687622,1806.482788
35336,331.7876587,1658.69873
35337,323.6654968,1807.801758
35338,333.1467896,1659.048828
35339,324.5760498,1808.911743
35340,334.3553467,1659.44104
35341,325.3779602,1809.842163
35342,335.3982849,1659.877319
35343,326.1112671,1810.66394
35344,336.3516541,1660.380371
35345,326.8296204,1811.429077
35346,337.2948608,1660.970581
35347,327.5700073,1812.165649
35348,338.2685852,1661.644531
35349,328.3385925,1812.877075
35350,339.2689819,1662.383667
35351,329.1194153,1813.548218
35352,340.2753296,1663.191162
35353,329.9098816,1814.166748
35354,341.3023987,1664.116089
35355,330.7504272,1814.747803
35356,342.4273682,1665.231323
35357,331.7161865,1815.336792
35358,343.7723999,1666.598633
35359,332.8969421,1816.003418
35360,345.4656677,1668.248291
35361,334.3747253,1816.80542
35362,347.606842,1670.173218
35363,336.0925903,1817.597046
35364,350.0635986,1672.279175
35365,337.5819397,1817.77417
35366,352.1038513,1674.311768
35367,338.47229,1817.046509
35368,353.1533508,1676.06665
35369,338.6861267,1815.51123
35370,353.1148682,1677.416748
35371,338.2691956,1813.384766
35372,352.1746826,1678.337769
35373,337.3836365,1810.981812
35374,350.6591187,1678.939087
35375,336.1941833,1808.470825
35376,348.8168945,1679.397827
35377,334.8002625,1805.83728
35378,346.7724304,1679.847412
35379,333.2350159,1802.995483
35380,344.5482788,1680.353516
35381,331.50177,1799.872559
35382,342.1394653,1680.953979
35383,329.6116028,1796.440186
35384,339.5700989,1681.680298
35385,327.6138,1792.745361
35386,336.9320374,1682.544556
35387,325.6054993,1788.92041
35388,334.3800964,1683.535889
35389,323.6976318,1785.114746
35390,332.0513611,1684.653809
35391,321.9667053,1781.433594
35392,329.9943237,1685.880127
35393,320.4332886,1777.945923
35394,328.1757507,1687.124756
35395,319.0664063,1774.687256
35396,326.5250854,1688.238403
35397,317.8157349,1771.732056
35398,324.9735107,1689.122803
35399,316.6310425,1769.128662
35400,323.4677124,1689.910767
35401,315.4797363,1766.685425
35402,321.9898987,1690.796631
35403,314.3612976,1764.19519
35404,320.5566101,1691.92688
35405,313.3061829,1761.554688
35406,319.2156067,1693.422607
35407,312.3842468,1758.749878
35408,318.0639954,1695.39978
35409,311.7335205,1755.93689
35410,317.2833862,1697.901367
35411,311.5361328,1753.621338
35412,317.0985718,1700.619019
35413,311.8582153,1752.307373
35414,317.5620728,1703.007446
35415,312.6502991,1751.572021
35416,318.5552368,1705.385864
35417,313.8486938,1750.974121
35418,319.9753113,1708.062134
35419,315.4474487,1750.450195
35420,321.7488098,1711.011841
35421,317.4084473,1750.112427
35422,323.74646,1713.946411
35423,319.5433655,1750.127563
35424,325.8440552,1716.582031
35425,321.6471863,1750.529175
35426,327.9900513,1718.911255
35427,323.6833191,1751.129883
35428,330.0751038,1720.944702
35429,325.5742188,1751.782349
35430,331.9458313,1722.602783
35431,327.1699219,1752.390625
35432,333.4382324,1723.786865
35433,328.3119202,1752.862549
35434,334.4081421,1724.443848
35435,328.9059753,1753.121826
35436,334.7805481,1724.587402
35437,328.9520569,1753.1427
35438,334.5780945,1724.293091
35439,328.5276184,1752.953979
35440,333.9041443,1723.671143
35441,327.745575,1752.606812
35442,332.8904724,1722.835938
35443,326.7154236,1752.143921
35444,331.6525269,1721.886475
35445,325.5233765,1751.58606
35446,330.2715759,1720.896118
35447,324.231781,1750.938477
35448,328.7987976,1719.914795
35449,322.8821106,1750.201294
35450,327.2625122,1718.965088
35451,321.4988098,1749.381836
35452,325.6807556,1718.05249
35453,320.0946655,1748.493408
35454,324.0677795,1717.174072
35455,318.6764526,1747.550659
35456,322.4385986,1716.331665
35457,317.2522888,1746.562622
35458,320.8105164,1715.541504
35459,315.835907,1745.529907
35460,319.2041931,1714.833984
35461,314.4493408,1744.448242
35462,317.645813,1714.251709
35463,313.1222839,1743.314331
35464,316.1671753,1713.838135
35465,311.8858032,1742.130615
35466,314.8010559,1713.627319
35467,310.7659912,1740.907349
35468,313.5751953,1713.631714
35469,309.7825012,1739.661499
35470,312.5099182,1713.847412
35471,308.954895,1738.422119
35472,311.6249084,1714.26123
35473,308.3058777,1737.227783
35474,310.9407043,1714.858276
35475,307.8573608,1736.120972
35476,310.4771729,1715.627319
35477,307.6270142,1735.135132
35478,310.2513123,1716.565552
35479,307.6259766,1734.285522
35480,310.2742615,1717.680176
35481,307.8628235,1733.566284
35482,310.5531006,1718.989014
35483,308.3461304,1732.955933
35484,311.0869751,1720.511353
35485,309.0799255,1732.42334
35486,311.8604736,1722.248535
35487,310.0529175,1731.938843
35488,312.8320923,1724.158203
35489,311.2178955,1731.484253
35490,313.9220581,1726.131592
35491,312.4787292,1731.066162
35492,315.0278931,1728.016357
35493,313.7139282,1730.706909
35494,316.059845,1729.693237
35495,314.8285217,1730.417847
35496,316.9672852,1731.116333
35497,315.7792358,1730.19397
35498,317.7337952,1732.292236
35499,316.561615,1730.02478
35500,318.3610535,1733.240723
35501,317.1856384,1729.903442
35502,318.8536682,1733.977051
35503,317.6596985,1729.825073
35504,319.2150269,1734.510132
35505,317.9889221,1729.788452
35506,319.448822,1734.847778
35507,318.1789856,1729.795166
35508,319.5630798,1734.998047
35509,318.2398682,1729.850464
35510,319.5708618,1734.97168
35511,318.1864929,1729.964722
35512,319.4902954,1734.779541
35513,318.0384521,1730.154541
35514,319.3446045,1734.432617
35515,317.8190002,1730.44165
35516,319.1600952,1733.938232
35517,317.5536499,1730.85437
35518,318.9655762,1733.300415
35519,317.2692566,1731.427734
35520,318.7927246,1732.518677
35521,316.9949036,1732.205078
35522,318.6765747,1731.589355
35523,316.7617798,1733.236084
35524,318.6572876,1730.508301
35525,316.6058044,1734.576782
35526,318.7813721,1729.277832
35527,316.5680542,1736.280396
35528,319.1011658,1727.918823
35529,316.6942749,1738.390015
35530,319.67099,1726.476685
35531,317.0304871,1740.925903
35532,320.5351563,1725.015381
35533,317.6100769,1743.873901
35534,321.7177734,1723.575806
35535,318.4431458,1747.201172
35536,323.2346802,1722.129395
35537,319.539917,1750.936279
35538,325.1199036,1720.596069
35539,320.9497681,1755.218994
35540,327.4580383,1718.901245
35541,322.8074036,1760.328735
35542,330.4872742,1717.027832
35543,325.3361206,1766.594238
35544,334.5198669,1715.140259
35545,328.5501404,1773.828491
35546,339.4938049,1713.230591
35547,332.044281,1781.575684
35548,344.8570862,1710.705688
35549,334.9896851,1788.965942
35550,349.0173645,1706.944702
35551,336.0366211,1793.488281
35552,349.9485779,1702.325684
35553,335.5286865,1796.350708
35554,348.7240295,1697.297852
35555,334.5172424,1799.033813
35556,347.0688171,1692.714355
35557,333.6828308,1801.800415
35558,345.9501648,1688.130615
35559,333.2011414,1805.196045
35560,345.5775452,1683.43103
35561,333.3739624,1809.658936
35562,346.0833435,1678.684692
35563,334.2908325,1815.095703
35564,347.5978394,1674.01062
35565,335.8969116,1820.939819
35566,350.000824,1669.926758
35567,337.9257507,1826.668823
35568,352.6645508,1666.330933
35569,339.7834473,1831.314453
35570,355.260498,1663.566895
35571,341.6401062,1835.408203
35572,357.7606506,1661.44043
35573,342.9052124,1838.346802
35574,359.2885742,1660.014648
35575,342.8838806,1839.057007
35576,358.7987366,1659.138672
35577,341.606842,1837.554321
35578,356.6277161,1658.567505
35579,339.5238953,1834.647217
35580,353.5755615,1658.211792
35581,337.1095886,1831.155273
35582,350.1967468,1658.024048
35583,334.6006775,1827.474609
35584,346.7474976,1657.981079
35585,332.1023865,1823.788696
35586,343.3566589,1658.050293
35587,329.694519,1820.219238
35588,340.1404114,1658.196533
35589,327.4514465,1816.879517
35590,337.1963806,1658.384888
35591,325.416626,1813.84436
35592,334.5700989,1658.595093
35593,323.6146851,1811.169312
35594,332.282074,1658.828735
35595,322.0925293,1808.958862
35596,330.3894958,1659.095215
35597,320.9130554,1807.331787
35598,328.9684753,1659.38623
35599,320.1053772,1806.306396
35600,328.0471802,1659.675049
35601,319.6546326,1805.816284
35602,327.5935974,1659.940552
35603,319.5262451,1805.787231
35604,327.5557556,1660.177612
35605,319.6850586,1806.156738
35606,327.8857422,1660.392578
35607,320.0962524,1806.862793
35608,328.5365906,1660.597656
35609,320.7167053,1807.826172
35610,329.4482727,1660.803101
35611,321.4906311,1808.95166
35612,330.5440063,1661.013428
35613,322.3678894,1810.172363
35614,331.7592468,1661.225464
35615,323.331543,1811.493042
35616,333.08078,1661.44104
35617,324.3991394,1812.966797
35618,334.5439453,1661.677124
35619,325.5981445,1814.638428
35620,336.1922607,1661.963379
35621,326.941864,1816.508057
35622,338.0376892,1662.32959
35623,328.4202576,1818.521973
35624,340.0474243,1662.802002
35625,330.0114441,1820.599854
35626,342.1656494,1663.401123
35627,331.6784058,1822.654663
35628,344.335907,1664.128662
35629,333.3725891,1824.623413
35630,346.5227966,1664.953247
35631,335.0799866,1826.504761
35632,348.7225037,1665.830322
35633,336.7998047,1828.308472
35634,350.9352417,1666.731567
35635,338.4984131,1829.984375
35636,353.1477051,1667.684204
35637,340.11026,1831.413818
35638,355.2846375,1668.723389
35639,341.4568787,1832.31958
35640,357.0477905,1669.766235
35641,342.1885071,1832.261597
35642,357.8529358,1670.58374
35643,342.0906982,1831.130005
35644,357.3850708,1671.049805
35645,341.2622375,1829.213013
35646,355.8928223,1671.242798
35647,339.9267578,1826.821289
35648,353.7774048,1671.281372
35649,338.2762756,1824.155029
35650,351.3175659,1671.240967
35651,336.4387207,1821.331421
35652,348.6768188,1671.157104
35653,334.5174866,1818.467529
35654,345.9898987,1671.0448
35655,332.6096802,1815.698364
35656,343.3868408,1670.898071
35657,330.7901001,1813.141724
35658,340.964386,1670.69751
35659,329.1028748,1810.873047
35660,338.7724915,1670.430786
35661,327.5743408,1808.924683
35662,336.8317566,1670.108276
35663,326.2128601,1807.279175
35664,335.1313171,1669.750122
35665,324.997467,1805.871338
35666,333.6213989,1669.364868
35667,323.8890381,1804.624268
35668,332.2378235,1668.952759
35669,322.8514709,1803.48877
35670,330.9301147,1668.510742
35671,321.8580322,1802.43396
35672,329.664917,1668.032227
35673,320.8918762,1801.447632
35674,328.4248962,1667.503418
35675,319.9519653,1800.541016
35676,327.2143555,1666.908325
35677,319.0527954,1799.745483
35678,326.0591125,1666.238647
35679,318.213623,1799.089966
35680,324.9899597,1665.496094
35681,317.4391479,1798.566284
35682,324.0166321,1664.699585
35683,316.7142639,1798.121826
35684,323.1263428,1663.907471
35685,316.0101929,1797.662842
35686,322.2893677,1663.217041
35687,315.3564148,1797.212402
35688,321.5516663,1662.687378
35689,314.9014282,1797.046265
35690,321.1062622,1662.298462
35691,314.7538452,1797.377441
35692,321.066925,1662.012207
35693,314.866272,1798.091797
35694,321.3364258,1661.813477
35695,315.1407166,1798.970703
35696,321.783844,1661.692139
35697,315.5166016,1799.904785
35698,322.342926,1661.630737
35699,315.9804077,1800.89856
35700,323.0081787,1661.614502
35701,316.5503845,1802.001709
35702,323.8152466,1661.638916
35703,317.2680054,1803.286865
35704,324.8302002,1661.710449
35705,318.191803,1804.830688
35706,326.1423645,1661.849121
35707,319.3774109,1806.677979
35708,327.8329163,1662.088257
35709,320.8134766,1808.730835
35710,329.8703003,1662.447998
35711,322.3562622,1810.724487
35712,332.0184326,1662.898682
35713,323.9050598,1812.63501
35714,334.1388245,1663.419434
35715,325.5050659,1814.645874
35716,336.3253174,1664.053711
35717,327.1931763,1816.756348
35718,338.6090393,1664.841553
35719,328.9627075,1818.866211
35720,340.9407654,1665.776611
35721,330.7897644,1820.916992
35722,343.339447,1666.850586
35723,332.7103271,1822.942871
35724,345.9464111,1668.130981
35725,334.8490601,1825.031006
35726,348.9369202,1669.716309
35727,337.2856445,1827.184814
35728,352.3839722,1671.669312
35729,339.8332825,1829.034912
35730,355.9541016,1673.863403
35731,341.5031433,1829.233765
35732,358.0427856,1675.733643
35733,341.6663513,1827.312134
35734,357.7201843,1677.084595
35735,340.7306824,1824.191772
35736,355.8754578,1678.133911
35737,339.2724915,1820.738647
35738,353.4762268,1678.970703
35739,337.6973877,1817.503906
35740,351.0759888,1679.605469
35741,336.1575012,1814.631714
35742,348.8526001,1680.061401
35743,334.6677246,1812.050537
35744,346.7714539,1680.355347
35745,333.1808167,1809.616821
35746,344.7182617,1680.528076
35747,331.6430054,1807.197998
35748,342.6071777,1680.629517
35749,330.0283813,1804.72644
35750,340.4133911,1680.696289
35751,328.3444519,1802.192261
35752,338.1633606,1680.753418
35753,326.6228638,1799.623413
35754,335.9093628,1680.820679
35755,324.8929443,1797.043945
35756,333.6897888,1680.910889
35757,323.171051,1794.462891
35758,331.5171509,1681.028931
35759,321.4763794,1791.902222
35760,329.4015808,1681.179443
35761,319.8366394,1789.403687
35762,327.3606873,1681.366821
35763,318.2733765,1787.008423
35764,325.4121399,1681.588135
35765,316.7915039,1784.737671
35766,323.565033,1681.833008
35767,315.3830566,1782.589478
35768,321.8121643,1682.095215
35769,314.0359192,1780.548462
35770,320.1408997,1682.379883
35771,312.7437439,1778.599121
35772,318.5465393,1682.700317
35773,311.5094604,1776.734009
35774,317.0362854,1683.073486
35775,310.3419495,1774.950562
35776,315.6245728,1683.515015
35777,309.2528687,1773.248779
35778,314.3269958,1684.033447
35779,308.255188,1771.636475
35780,313.1590271,1684.626831
35781,307.3688049,1770.146606
35782,312.1447449,1685.287354
35783,306.6281433,1768.845703
35784,311.3296204,1686.003906
35785,306.086853,1767.831055
35786,310.7858582,1686.76709
35787,305.8101196,1767.206055
35788,310.6010742,1687.572998
35789,305.8600464,1767.039063
35790,310.8552856,1688.433838
35791,306.2868347,1767.353638
35792,311.6140442,1689.381226
35793,307.1348267,1768.155273
35794,312.9361572,1690.453003
35795,308.4412231,1769.441895
35796,314.8718567,1691.672852
35797,310.2089233,1771.17981
35798,317.4170227,1693.007935
35799,312.4307556,1773.385742
35800,320.5513306,1694.394409
35801,315.0873413,1776.061523
35802,324.2098694,1695.843262
35803,317.9849243,1778.891479
35804,328.0253296,1697.30896
35805,321.0229492,1781.765869
35806,331.8243103,1698.711426
35807,324.1772766,1784.74353
35808,335.7188416,1700.022583
35809,327.3068848,1787.705688
35810,339.6719971,1701.29187
35811,330.0967712,1790.263062
35812,343.1478271,1702.39502
35813,332.0757751,1791.894287
35814,345.3580627,1703.044678
35815,332.9188538,1792.280273
35816,345.8742676,1703.096802
35817,332.6430054,1791.509644
35818,344.8948975,1702.664185
35819,331.603302,1790.05481
35820,343.0418091,1701.996948
35821,330.1498718,1788.289185
35822,340.7955322,1701.253906
35823,328.4669189,1786.374756
35824,338.3596802,1700.472534
35825,326.6320496,1784.390991
35826,335.8085938,1699.634399
35827,324.6834717,1782.399048
35828,333.1870422,1698.705444
35829,322.6551208,1780.460449
35830,330.5472107,1697.644043
35831,320.5644226,1778.622803
35832,327.9125977,1696.396118
35833,318.4103394,1776.928955
35834,325.2629089,1694.910522
35835,316.2292175,1775.487427
35836,322.6462402,1693.170776
35837,314.1543274,1774.522217
35838,320.239624,1691.176392
35839,312.3731079,1774.291992
35840,318.1858826,1688.869629
35841,310.923584,1774.777588
35842,316.4844971,1686.279785
35843,309.62323,1775.369873
35844,314.8641663,1683.810181
35845,308.3235474,1775.755249
35846,313.1985779,1681.485474
35847,307.1792297,1776.452393
35848,311.8070679,1678.983887
35849,306.4468384,1777.918701
35850,311.0572815,1676.121216
35851,306.3456421,1780.33313
35852,311.2132568,1672.988037
35853,307.2137146,1784.177124
35854,312.6158752,1670.00647
35855,308.9916992,1789.112549
35856,315.1621094,1667.453247
35857,311.7346497,1795.19812
35858,319.1064758,1665.096558
35859,315.2149963,1801.996094
35860,324.0993652,1663.093262
35861,318.8276672,1808.644653
35862,329.1830444,1661.699585
35863,321.6932678,1813.914185
35864,332.9800415,1660.967285
35865,323.7950745,1817.703003
35866,335.4164124,1660.600586
35867,325.2706299,1820.19519
35868,337.1048584,1660.507568
35869,326.4233704,1822.048218
35870,338.3952026,1660.605713
35871,327.4329529,1823.519409
35872,339.5571289,1660.891479
35873,328.3882141,1824.725952
35874,340.686615,1661.335449
35875,329.2583313,1825.604736
35876,341.7324524,1661.86438
35877,330.0772705,1826.327515
35878,342.7304688,1662.391724
35879,330.9433289,1827.180908
35880,343.8066101,1662.896973
35881,331.9259949,1828.276123
35882,345.0331421,1663.394897
35883,333.0357056,1829.564575
35884,346.4114685,1663.904175
35885,334.23703,1830.947754
35886,347.8977356,1664.439697
35887,335.48526,1832.346802
35888,349.4458618,1665.007202
35889,336.758728,1833.729126
35890,351.0314026,1665.603027
35891,338.0482178,1835.079834
35892,352.6298828,1666.215454
35893,339.3214722,1836.355347
35894,354.1856689,1666.819336
35895,340.5114441,1837.474243
35896,355.6131897,1667.396484
35897,341.5387878,1838.339722
35898,356.8198853,1667.947388
35899,342.3267517,1838.849976
35900,357.7109985,1668.485962
35901,342.805542,1838.900879
35902,358.190918,1669.023926
35903,342.9108887,1838.396118
35904,358.1673889,1669.561279
35905,342.5966187,1837.270874
35906,357.5773315,1670.088623
35907,341.856842,1835.528809
35908,356.4191284,1670.599609
35909,340.7372742,1833.252441
35910,354.7641296,1671.096558
35911,339.3264465,1830.582153
35912,352.7420044,1671.584595
35913,337.7359924,1827.688477
35914,350.5103149,1672.057983
35915,336.0749817,1824.744629
35916,348.2185974,1672.496216
35917,334.427063,1821.889526
35918,345.9764709,1672.878906
35919,332.8348999,1819.207031
35920,343.8368225,1673.188232
35921,331.3043518,1816.716064
35922,341.8032532,1673.412842
35923,329.8297424,1814.404175
35924,339.8666992,1673.551025
35925,328.4126892,1812.258789
35926,338.0287781,1673.61084
35927,327.0610657,1810.279175
35928,336.2979126,1673.604614
35929,325.7839355,1808.466919
35930,334.6811829,1673.54187
35931,324.5832214,1806.815674
35932,333.172821,1673.427734
35933,323.4493103,1805.303101
35934,331.7501221,1673.263794
35935,322.36203,1803.89856
35936,330.3803406,1673.050049
35937,321.2962341,1802.56604
35938,329.0272217,1672.789185
35939,320.2255554,1801.266968
35940,327.6566162,1672.485229
35941,319.1273499,1799.968262
35942,326.2410889,1672.142456
35943,317.9894714,1798.651489
35944,324.7681274,1671.762085
35945,316.8157043,1797.322998
35946,323.2472534,1671.3396
35947,315.6247253,1796.015381
35948,321.7077942,1670.864868
35949,314.440979,1794.770752
35950,320.1853027,1670.323853
35951,313.2901611,1793.630493
35952,318.7160645,1669.697876
35953,312.2220764,1792.680542
35954,317.3747253,1668.971802
35955,311.3453369,1792.109009
35956,316.3262024,1668.144409
35957,310.8304443,1792.192993
35958,315.822052,1667.232666
35959,310.7747192,1793.041016
35960,315.9839172,1666.31604
35961,311.0309448,1794.296143
35962,316.5496826,1665.516968
35963,311.5006409,1795.807007
35964,317.3505554,1664.869141
35965,312.1237793,1797.47522
35966,318.305542,1664.356812
35967,312.7742615,1799.004272
35968,319.2528381,1663.968262
35969,313.3182373,1800.209961
35970,320.0192566,1663.711426
35971,313.639801,1800.979004
35972,320.4580383,1663.603882
35973,313.6932373,1801.298828
35974,320.5214844,1663.645874
35975,313.5223083,1801.268921
35976,320.2833252,1663.807861
35977,313.2174683,1801.028687
35978,319.8765564,1664.046021
35979,312.8768921,1800.716553
35980,319.4371338,1664.31543
35981,312.5870667,1800.461792
35982,319.0778198,1664.579102
35983,312.4176636,1800.37854
35984,318.8857727,1664.809692
35985,312.4242249,1800.560913
35986,318.9288635,1664.992676
35987,312.6517334,1801.075562
35988,319.2608337,1665.123901
35989,313.1332397,1801.953125
35990,319.9248657,1665.209595
35991,313.8914795,1803.196777
35992,320.9714661,1665.262207
35993,314.9705505,1804.870728
35994,322.4936218,1665.308105
35995,316.4916382,1807.215332
35996,324.6815491,1665.416626
35997,318.6768494,1810.540405
35998,327.8779602,1665.742188
35999,321.7848206,1814.98999
36000,332.4540405,1666.495361
36001,325.6259766,1819.934692
36002,337.9802551,1667.653809
36003,329.7770081,1825.107422
36004,343.7045288,1669.108276
36005,334.1516418,1830.4823
36006,349.7749023,1670.840454
36007,339.0951843,1836.198242
36008,356.804718,1673.169067
36009,344.5474854,1841.861694
36010,364.5959778,1676.344727
36011,347.4804077,1842.769409
36012,368.2912903,1678.79834
36013,347.6285095,1840.041992
36014,366.8806152,1679.983154
36015,345.4324646,1834.709717
36016,362.8062744,1680.758667
36017,342.5582275,1829.103149
36018,358.317749,1681.539185
36019,339.7527161,1823.951172
36020,354.2215881,1682.317261
36021,337.2390137,1819.48877
36022,350.687561,1683.036011
36023,335.2042542,1815.944336
36024,347.9787598,1683.726563
36025,333.6412048,1813.162109
36026,345.9732971,1684.442383
36027,332.3579407,1810.702637
36028,344.3163452,1685.247803
36029,331.1921692,1808.261597
36030,342.7860718,1686.182129
36031,330.0500183,1805.683594
36032,341.271759,1687.272461
36033,328.8883667,1802.892334
36034,339.7301025,1688.535156
36035,327.7073669,1799.890625
36036,338.1750793,1689.94397
36037,326.5405884,1796.766479
36038,336.6592407,1691.419556
36039,325.4212036,1793.618286
36040,335.2102661,1692.905151
36041,324.3590088,1790.500366
36042,333.8182068,1694.392334
36043,323.3435364,1787.404419
36044,332.4704285,1695.862305
36045,322.3677673,1784.341187
36046,331.1682739,1697.177368
36047,321.431427,1781.488281
36048,329.9116211,1698.26416
36049,320.5075073,1778.89209
36050,328.664032,1699.360352
36051,319.5613403,1776.237671
36052,327.3765869,1700.695801
36053,318.5816345,1773.267334
36054,326.028595,1702.412598
36055,317.5744324,1769.919556
36056,324.6290283,1704.524292
36057,316.5321045,1766.449829
36058,323.1829529,1706.689087
36059,315.5019531,1762.996582
36060,321.7414856,1708.863892
36061,314.6452637,1759.483643
