Epoch,Training Error,Testing Error
16369,422.4896851,1504.080322
16370,411.0184326,1626.994995
16371,421.4988708,1503.305298
16372,410.0299072,1626.098145
16373,420.2209778,1502.426636
16374,408.7680359,1624.873657
16375,418.6040344,1501.449219
16376,407.1920776,1623.26001
16377,416.604187,1500.390869
16378,405.289093,1621.224854
16379,414.2217407,1499.290894
16380,403.0969543,1618.805664
16381,411.5346985,1498.224487
16382,400.6920776,1616.091797
16383,408.6722107,1497.27063
16384,398.2038879,1613.259766
16385,405.8041992,1496.495483
16386,395.850647,1610.712158
16387,403.1972656,1495.99353
16388,393.8988037,1608.867554
16389,401.141449,1495.838013
16390,392.4673767,1607.578857
16391,399.6841431,1495.900269
16392,391.5053101,1606.743042
16393,398.7573242,1496.050293
16394,390.9479675,1606.390503
16395,398.2864685,1496.233765
16396,390.7140808,1606.443604
16397,398.1791382,1496.42749
16398,390.7365417,1606.822998
16399,398.3600464,1496.623047
16400,390.9674988,1607.468506
16401,398.7736511,1496.818726
16402,391.3710022,1608.332886
16403,399.3751831,1497.017212
16404,391.9162292,1609.371826
16405,400.1232605,1497.224609
16406,392.5734863,1610.540894
16407,400.9763489,1497.450195
16408,393.3117676,1611.790405
16409,401.8930664,1497.706299
16410,394.0952148,1613.055298
16411,402.8348083,1498.007935
16412,394.8885193,1614.26062
16413,403.7764282,1498.380493
16414,395.7069702,1615.414917
16415,404.7724915,1498.880615
16416,396.7198181,1616.762939
16417,406.0906677,1499.638306
16418,398.2643433,1618.69458
16419,408.2146912,1500.894165
16420,400.6196899,1621.349487
16421,411.4995422,1502.835693
16422,403.7642517,1624.478394
16423,415.9724731,1505.393311
16424,408.1461487,1628.74231
16425,422.354187,1508.838013
16426,414.9231567,1635.838013
16427,432.2658081,1513.929321
16428,424.7845764,1645.917603
16429,446.5585632,1521.342896
16430,431.9729004,1650.331543
16431,456.2521973,1527.952148
16432,435.0731812,1650.198486
16433,457.8577881,1530.943359
16434,431.8869019,1643.394897
16435,451.5827942,1529.765015
16436,426.5040894,1635.343872
16437,442.9534607,1527.262573
16438,420.6097107,1627.392822
16439,434.6194153,1524.789063
16440,415.7359314,1621.299561
16441,428.1439819,1522.87854
16442,413.3352661,1618.992554
16443,425.2936096,1522.202148
16444,412.4201355,1618.391968
16445,424.2983704,1522.010376
16446,412.1416321,1618.391602
16447,423.9984436,1521.905518
16448,412.0949402,1618.606689
16449,423.9086609,1521.734741
16450,412.0927429,1618.888794
16451,423.8208008,1521.432007
16452,412.0619507,1619.199585
16453,423.6680908,1520.977539
16454,411.9926147,1619.553345
16455,423.4604492,1520.378906
16456,411.9084473,1619.990967
16457,423.2452393,1519.651245
16458,411.848938,1620.563965
16459,423.0844116,1518.802612
16460,411.8575439,1621.332642
16461,423.0413818,1517.828491
16462,411.9698792,1622.340454
16463,423.1611023,1516.731079
16464,412.14328,1623.464233
16465,423.3640442,1515.581909
16466,412.1788025,1624.260376
16467,423.3414001,1514.568604
16468,412.0673218,1624.710815
16469,423.1250305,1513.750366
16470,411.9309692,1625.064819
16471,422.9211731,1513.086548
16472,411.8599243,1625.466187
16473,422.837616,1512.54126
16474,411.880188,1625.944458
16475,422.8886108,1512.081787
16476,411.9744873,1626.479126
16477,423.0372314,1511.673462
16478,412.1152649,1627.042969
16479,423.2401428,1511.29126
16480,412.2815247,1627.619873
16481,423.4683228,1510.921509
16482,412.463562,1628.20459
16483,423.7096863,1510.56189
16484,412.6609192,1628.797852
16485,423.966156,1510.216064
16486,412.8756104,1629.401001
16487,424.242157,1509.889771
16488,413.1030273,1630.002197
16489,424.5319214,1509.583496
16490,413.3263245,1630.574707
16491,424.8126221,1509.29126
16492,413.5201111,1631.083862
16493,425.0491333,1509.003174
16494,413.6557922,1631.496216
16495,425.2033997,1508.707397
16496,413.708374,1631.785034
16497,425.2424927,1508.393921
16498,413.657135,1631.930786
16499,425.1408997,1508.052612
16500,413.4862976,1631.92041
16501,424.8805847,1507.672241
16502,413.1815796,1631.742065
16503,424.4457397,1507.241211
16504,412.728241,1631.383911
16505,423.8203735,1506.74646
16506,412.1100464,1630.831055
16507,422.9857483,1506.175171
16508,411.306366,1630.063477
16509,421.9176331,1505.514404
16510,410.2926331,1629.055054
16511,420.5874023,1504.753418
16512,409.0397034,1627.771362
16513,418.9622803,1503.886108
16514,407.5154724,1626.171021
16515,417.0072937,1502.914307
16516,405.6925049,1624.212891
16517,414.6986694,1501.853394
16518,403.5679626,1621.878784
16519,412.0525208,1500.741455
16520,401.1870117,1619.210815
16521,409.1594238,1499.658203
16522,398.6252441,1616.287964
16523,406.1442261,1498.687866
16524,395.9966736,1613.249268
16525,403.1478271,1497.89624
16526,393.5338135,1610.531738
16527,400.4789429,1497.398438
16528,391.5680847,1608.684814
16529,398.464447,1497.287109
16530,390.1740417,1607.417969
16531,397.0662537,1497.381958
16532,389.2637939,1606.640015
16533,396.2037659,1497.549683
16534,388.7579651,1606.360962
16535,395.7998962,1497.739014
16536,388.5711975,1606.486694
16537,395.7604065,1497.930786
16538,388.6401978,1606.942017
16539,396.0163269,1498.117554
16540,388.9226685,1607.673096
16541,396.5196533,1498.296997
16542,389.3878174,1608.638184
16543,397.2340393,1498.469604
16544,390.009613,1609.802002
16545,398.1260071,1498.637451
16546,390.7614441,1611.12439
16547,399.1582642,1498.804565
16548,391.6124878,1612.560669
16549,400.2856445,1498.977783
16550,392.5274963,1614.060181
16551,401.4568481,1499.164795
16552,393.4711609,1615.571045
16553,402.6217651,1499.375488
16554,394.4110413,1617.043457
16555,403.7408447,1499.621948
16556,395.3183289,1618.418823
16557,404.7839355,1499.920166
16558,396.1885071,1619.676147
16559,405.7684326,1500.304565
16560,397.1310425,1620.987793
16561,406.8968506,1500.86438
16562,398.4321289,1622.727539
16563,408.622345,1501.801147
16564,400.5310364,1625.314331
16565,411.5557251,1503.464722
16566,403.6104736,1628.612671
16567,415.9193115,1506.015747
16568,407.7377014,1632.47168
16569,421.9590454,1509.469971
16570,414.1445007,1638.907349
16571,431.4691772,1514.646484
16572,423.9775696,1648.90918
16573,445.8867493,1522.286621
16574,431.5038452,1653.546509
16575,456.4114685,1529.512085
16576,435.3381042,1653.95813
16577,459.0274048,1533.265015
16578,432.2264099,1646.813599
16579,452.6757507,1532.323853
16580,426.6087952,1638.242676
16581,443.5044556,1529.738892
16582,420.4087524,1629.830933
16583,434.712738,1527.169189
16584,415.099884,1623.137207
16585,427.6414795,1525.036255
16586,412.1557617,1620.021973
16587,424.0564575,1524.158203
16588,411.2192993,1619.457886
16589,423.1426392,1524.144775
16590,411.110321,1619.602051
16591,423.1235046,1524.299316
16592,411.2318726,1619.881226
16593,423.2640686,1524.368286
16594,411.3246765,1620.112671
16595,423.281189,1524.25647
16596,411.306427,1620.277832
16597,423.1128235,1523.945679
16598,411.1813354,1620.422974
16599,422.7975464,1523.454346
16600,410.9874573,1620.607056
16601,422.403717,1522.811157
16602,410.7690735,1620.881348
16603,421.9983521,1522.046509
16604,410.5680847,1621.282227
16605,421.6382446,1521.18457
16606,410.4227295,1621.842041
16607,421.3744507,1520.236084
16608,410.3702393,1622.60376
16609,421.2605591,1519.19104
16610,410.4459839,1623.624512
16611,421.3460083,1518.028564
16612,410.6324158,1624.852661
16613,421.5917969,1516.779541
16614,410.7049866,1625.803589
16615,421.6434021,1515.636108
16616,410.580719,1626.309082
16617,421.4146729,1514.701782
16618,410.4091797,1626.68335
16619,421.1734314,1513.93103
16620,410.3172913,1627.130249
16621,421.0776672,1513.29895
16622,410.3505249,1627.69519
16623,421.1643677,1512.783569
16624,410.4952087,1628.351074
16625,421.3982239,1512.355591
16626,410.7279968,1629.072632
16627,421.7402954,1511.992554
16628,411.033905,1629.8479
16629,422.1685791,1511.686523
16630,411.4033813,1630.665771
16631,422.6704407,1511.435913
16632,411.822937,1631.505249
16633,423.2279358,1511.237061
16634,412.270752,1632.335938
16635,423.8119812,1511.081299
16636,412.7196655,1633.121704
16637,424.3853149,1510.957397
16638,413.1401062,1633.828613
16639,424.908844,1510.854004
16640,413.5049438,1634.42749
16641,425.3469238,1510.762207
16642,413.7905884,1634.893066
16643,425.6700745,1510.674316
16644,413.9790344,1635.20874
16645,425.8575439,1510.584351
16646,414.0579224,1635.362671
16647,425.8968201,1510.488892
16648,414.0210266,1635.351929
16649,425.783905,1510.38562
16650,413.8677979,1635.179321
16651,425.521637,1510.276245
16652,413.6008606,1634.849365
16653,425.1164856,1510.161621
16654,413.2266235,1634.372437
16655,424.5799561,1510.045532
16656,412.7533264,1633.758057
16657,423.9242249,1509.930908
16658,412.1911316,1633.019897
16659,423.1643066,1509.822266
16660,411.5523071,1632.172974
16661,422.3165283,1509.723145
16662,410.8512878,1631.236694
16663,421.4007568,1509.637817
16664,410.1057739,1630.234375
16665,420.4407043,1509.569458
16666,409.3373718,1629.195801
16667,419.4646301,1509.521362
16668,408.5710144,1628.156128
16669,418.5044556,1509.494995
16670,407.8331604,1627.152466
16671,417.5934143,1509.491943
16672,407.149231,1626.220459
16673,416.7633667,1509.513794
16674,406.5428162,1625.392334
16675,416.0423584,1509.563599
16676,406.0338135,1624.692749
16677,415.4544067,1509.647095
16678,405.6401978,1624.142456
16679,415.0205688,1509.772217
16680,405.379364,1623.758423
16681,414.7622681,1509.951294
16682,405.2701111,1623.557495
16683,414.7029114,1510.19873
16684,405.3342285,1623.557373
16685,414.8705444,1510.534546
16686,405.5976868,1623.777222
16687,415.299408,1510.984619
16688,406.0929565,1624.239746
16689,416.0331116,1511.58252
16690,406.8595276,1624.969238
16691,417.1250305,1512.370605
16692,407.9414978,1625.987427
16693,418.6348877,1513.399658
16694,409.3731079,1627.292969
16695,420.6053162,1514.716797
16696,411.1254883,1628.792603
16697,422.980835,1516.329712
16698,412.9615784,1630.117798
16699,425.3934937,1518.109131
16700,414.3131409,1630.514038
16701,427.021637,1519.724487
16702,414.7134399,1629.588013
16703,427.2634277,1520.885132
16704,414.1818542,1627.749756
16705,426.2310486,1521.429077
16706,413.0831604,1625.773804
16707,424.4792175,1521.300415
16708,411.797699,1624.130859
16709,422.5522766,1520.700928
16710,410.5244446,1622.871948
16711,420.731781,1519.872559
16712,409.3088684,1621.872925
16713,419.0622864,1518.922119
16714,408.1564941,1621.056641
16715,417.5299072,1517.884644
16716,407.0990601,1620.445313
16717,416.1652222,1516.790405
16718,406.1596985,1620.054321
16719,414.9894714,1515.657837
16720,405.2891846,1619.781494
16721,413.9229431,1514.484131
16722,404.3862305,1619.430664
16723,412.8146057,1513.312622
16724,403.4150085,1618.909668
16725,411.6130066,1512.23645
16726,402.453125,1618.348755
16727,410.4398193,1511.286499
16728,401.5525513,1617.856567
16729,409.3730164,1510.391113
16730,400.7023926,1617.456665
16731,408.3956909,1509.42688
16732,399.8838501,1617.179321
16733,407.4841309,1508.290283
16734,399.0739746,1617.037842
16735,406.6156311,1506.911499
16736,398.2210999,1616.960449
16737,405.7310181,1505.272583
16738,397.2115479,1616.716675
16739,404.6921387,1503.456909
16740,395.92099,1616.02002
16741,403.3894653,1501.682495
16742,394.4785461,1615.015137
16743,402.0862122,1500.196045
16744,393.1468201,1613.949951
16745,401.1413574,1499.145142
16746,392.3742676,1613.865112
16747,400.9752808,1498.752808
16748,392.2875977,1614.454224
16749,401.4317017,1498.779541
16750,392.6911926,1615.287354
16751,402.4415283,1499.046997
16752,393.3388977,1616.215576
16753,403.6846924,1499.53833
16754,393.7409058,1616.467896
16755,404.509491,1500.354004
16756,393.5130615,1615.549561
16757,404.4006042,1501.587646
16758,392.6634521,1613.779541
16759,403.3146973,1503.062256
16760,391.2402039,1611.209106
16761,401.4242249,1504.58606
16762,389.4427185,1607.922852
16763,399.1418152,1506.228882
16764,387.6203613,1604.392578
16765,396.9495239,1508.040527
16766,386.0922852,1601.040405
16767,395.1577148,1510.261719
16768,385.1014404,1598.139771
16769,394.0839233,1512.859863
16770,384.6402893,1595.728027
16771,393.4857178,1515.657349
16772,384.5697937,1594.839844
16773,393.2803955,1518.017578
16774,384.6524963,1593.779419
16775,393.1901855,1520.278809
16776,384.8330383,1592.409912
16777,393.2352905,1522.848145
16778,385.2068481,1590.913452
16779,393.6255188,1526.127197
16780,385.9625244,1589.079346
16781,394.4544678,1530.015015
16782,387.3196716,1587.123047
16783,395.5137024,1532.996826
16784,388.9849854,1585.725098
16785,396.8886414,1536.716309
16786,391.0647278,1584.497192
16787,398.861145,1541.768066
16788,394.1690063,1583.324829
16789,402.0268555,1548.801758
16790,399.1208801,1582.230347
16791,406.8585815,1558.164429
16792,406.5291138,1581.912842
16793,412.4581604,1568.137329
16794,414.5,1581.896973
16795,417.0491333,1577.517456
16796,421.5142822,1580.334717
16797,421.6087341,1587.676758
16798,429.1266785,1578.765137
16799,426.6819153,1598.039063
16800,437.5123901,1578.105957
16801,431.0660706,1606.823608
16802,444.3253479,1577.369995
16803,432.655426,1611.435059
16804,446.7864685,1575.021851
16805,430.0510864,1610.622559
16806,443.0574646,1570.337646
16807,425.2189636,1607.536133
16808,436.1934509,1564.764771
16809,420.2305603,1604.733398
16810,429.9169922,1559.882446
16811,415.9429321,1602.57312
16812,424.9641724,1556.001221
16813,411.9413757,1600.054443
16814,420.3833008,1552.713745
16815,408.1589661,1597.282104
16816,416.0055237,1549.931519
16817,404.6913757,1594.473145
16818,412.0641174,1547.819092
16819,401.6514282,1591.666016
16820,408.6708679,1546.496338
16821,399.083374,1588.835449
16822,405.7286987,1545.875244
16823,396.9346924,1585.995239
16824,403.1525269,1545.788452
16825,395.1092529,1583.154541
16826,400.8668823,1546.077515
16827,393.5683899,1580.376465
16828,398.8571472,1546.638672
16829,392.3431396,1577.836792
16830,397.2131348,1547.433472
16831,391.5172119,1575.772461
16832,396.1016541,1548.487427
16833,391.1545105,1574.229248
16834,395.5960999,1549.855591
16835,391.2298279,1572.995483
16836,395.5968628,1551.583008
16837,391.6857605,1571.898926
16838,395.964447,1553.633301
16839,392.4488525,1570.878052
16840,396.5407104,1555.855713
16841,393.3878479,1569.917847
16842,397.117981,1557.995239
16843,394.3029175,1569.025391
16844,397.4693298,1559.738281
16845,394.952179,1568.257324
16846,397.4778442,1560.871216
16847,395.1976013,1567.667358
16848,397.2215881,1561.457397
16849,395.1149597,1567.231079
16850,396.8334045,1561.697021
16851,394.849823,1566.911743
16852,396.4083862,1561.747925
16853,394.5135803,1566.702393
16854,396.0079346,1561.698486
16855,394.1772766,1566.612671
16856,395.6724548,1561.599609
16857,393.8858948,1566.653687
16858,395.4302063,1561.481323
16859,393.6703796,1566.837036
16860,395.3040466,1561.362793
16861,393.5546875,1567.177856
16862,395.3138428,1561.257202
16863,393.5591736,1567.692993
16864,395.4799805,1561.172241
16865,393.7021179,1568.403442
16866,395.8237,1561.110352
16867,394.0003357,1569.33374
16868,396.368988,1561.070557
16869,394.4691467,1570.51123
16870,397.1412354,1561.044434
16871,395.1188049,1571.963989
16872,398.1615295,1561.017822
16873,395.9474487,1573.710938
16874,399.4328918,1560.967407
16875,396.9291687,1575.744385
16876,400.9240112,1560.861206
16877,398.0141296,1578.016846
16878,402.5701599,1560.669189
16879,399.1506042,1580.448608
16880,404.299408,1560.384277
16881,400.291687,1582.937622
16882,406.0375061,1560.017822
16883,401.3644714,1585.362183
16884,407.670105,1559.555054
16885,402.2804871,1587.636719
16886,409.0759888,1558.944458
16887,403.0055542,1589.769653
16888,410.2277832,1558.155762
16889,403.5659485,1591.809204
16890,411.1746826,1557.205322
16891,403.998291,1593.796143
16892,411.9667969,1556.106812
16893,404.3195496,1595.754639
16894,412.6326294,1554.871948
16895,404.5291138,1597.661865
16896,413.1856995,1553.597046
16897,404.6183777,1599.369751
16898,413.6141968,1552.541626
16899,404.5838013,1600.561768
16900,413.729248,1551.66272
16901,404.2769775,1601.080811
16902,413.2937622,1550.657227
16903,403.5209656,1601.003174
16904,412.2148132,1549.356445
16905,402.2572327,1600.424805
16906,410.4959412,1547.703369
16907,400.508667,1599.442749
16908,408.210022,1545.703979
16909,398.3924561,1598.212158
16910,405.5655518,1543.46875
16911,396.1674805,1596.995972
16912,402.9439392,1541.234619
16913,394.1272583,1596.075195
16914,400.6590881,1539.134399
16915,392.4691162,1595.674072
16916,398.8761902,1537.096802
16917,391.3407288,1596.074219
16918,397.7992859,1535.058472
16919,390.7610168,1597.470215
16920,397.4546814,1532.820435
16921,390.6784668,1599.957397
16922,397.7826233,1530.148804
16923,391.2145386,1603.793457
16924,398.9984741,1526.977417
16925,392.8560181,1609.591797
16926,401.7603149,1523.558838
16927,396.3536377,1618.048218
16928,406.9706116,1520.390869
16929,402.2064209,1629.144775
16930,415.3791809,1517.996094
16931,409.3684998,1640.450439
16932,425.5758667,1516.746338
16933,417.8767395,1652.677856
16934,438.0900879,1516.901001
16935,427.3627319,1665.642456
16936,450.3775024,1517.853516
16937,434.067627,1673.693237
16938,458.0212402,1518.120728
16939,436.971405,1676.843018
16940,460.5120544,1517.687866
16941,436.682373,1676.306274
16942,458.6144714,1516.610352
16943,434.2217407,1673.134888
16944,454.3661804,1515.243896
16945,430.8422852,1668.940186
16946,449.2218933,1513.802856
16947,427.2541504,1664.530151
16948,444.1407471,1512.444946
16949,424.1900024,1660.992798
16950,439.9989319,1511.394043
16951,421.8648682,1658.468018
16952,436.9835815,1510.693481
16953,419.9297791,1656.27002
16954,434.4912109,1510.146118
16955,418.1546936,1654.149658
16956,432.1950989,1509.651123
16957,416.4407349,1652.046143
16958,429.973938,1509.179688
16959,414.7445068,1649.936157
16960,427.7796021,1508.724976
16961,413.046814,1647.808472
16962,425.592804,1508.287964
16963,411.3396606,1645.658813
16964,423.4078979,1507.871216
16965,409.6248474,1643.492554
16966,421.2304993,1507.479004
16967,407.9128418,1641.325684
16968,419.0776672,1507.116455
16969,406.2254333,1639.188721
16970,416.9804688,1506.791016
16971,404.5957336,1637.128174
16972,414.9830017,1506.510864
16973,403.0651855,1635.201904
16974,413.138031,1506.284058
16975,401.6764221,1633.470093
16976,411.4957581,1506.116821
16977,400.4655151,1631.9823
16978,410.0954285,1506.012817
16979,399.4561157,1630.769287
16980,408.9588623,1505.971802
16981,398.6603394,1629.842041
16982,408.0945435,1505.99353
16983,398.083374,1629.200439
16984,407.5040894,1506.078979
16985,397.7275085,1628.838257
16986,407.1880188,1506.230225
16987,397.5967407,1628.751587
16988,407.1506042,1506.453491
16989,397.7001343,1628.942383
16990,407.4034424,1506.757568
16991,398.0561829,1629.425903
16992,407.9712524,1507.159424
16993,398.6977234,1630.238281
16994,408.8995972,1507.684448
16995,399.6768494,1631.435913
16996,410.2635193,1508.37207
16997,401.071228,1633.099243
16998,412.1812744,1509.281494
16999,403.003479,1635.355347
17000,414.8442383,1510.501587
17001,405.6881409,1638.432007
17002,418.5847473,1512.195923
17003,409.4806519,1642.702148
17004,423.9344788,1514.639893
17005,414.8503723,1648.624756
17006,431.5426636,1518.136963
17007,421.6151428,1655.638794
17008,440.8802795,1522.572998
17009,425.6060181,1657.79187
17010,445.4994812,1525.432617
17011,425.9523621,1655.793457
17012,444.456665,1525.88562
17013,423.6785889,1651.472168
17014,440.1742554,1524.896851
17015,420.0715637,1646.162354
17016,434.6274109,1523.337769
17017,416.4923401,1641.453491
17018,429.5959473,1521.953125
17019,413.8344421,1638.312134
17020,426.1072083,1521.110352
17021,411.9335938,1636.144775
17022,423.6845703,1520.581665
17023,410.6114197,1634.712158
17024,422.0314636,1520.219604
17025,409.7904358,1633.94397
17026,421.0394897,1519.972412
17027,409.3526001,1633.655273
17028,420.5343628,1519.785034
17029,409.1633606,1633.658569
17030,420.3277893,1519.604736
17031,409.1182861,1633.833496
17032,420.2846985,1519.395874
17033,409.149231,1634.11145
17034,420.3226624,1519.141479
17035,409.215271,1634.453613
17036,420.3956299,1518.835938
17037,409.2961426,1634.840942
17038,420.4836731,1518.482544
17039,409.3870239,1635.268433
17040,420.5849304,1518.090576
17041,409.495575,1635.742554
17042,420.7127075,1517.674438
17043,409.6363831,1636.274414
17044,420.8876648,1517.252808
17045,409.8244629,1636.873413
17046,421.1294861,1516.843018
17047,410.0666504,1637.537476
17048,421.4451294,1516.454834
17049,410.3588867,1638.253906
17050,421.8259277,1516.089966
17051,410.6899414,1639.004639
17052,422.2541809,1515.746338
17053,411.0453796,1639.769409
17054,422.7091064,1515.423462
17055,411.4079895,1640.521851
17056,423.1661987,1515.124268
17057,411.7550354,1641.227295
17058,423.5946655,1514.85083
17059,412.0595093,1641.843872
17060,423.958252,1514.600586
17061,412.2938843,1642.336304
17062,424.2202759,1514.36499
17063,412.4343567,1642.676758
17064,424.3513794,1514.13208
17065,412.4637451,1642.850342
17066,424.3323364,1513.891235
17067,412.3711243,1642.85144
17068,424.1528015,1513.633789
17069,412.1496887,1642.677612
17070,423.8076172,1513.353027
17071,411.7955322,1642.330078
17072,423.2944031,1513.043091
17073,411.3048706,1641.807983
17074,422.61026,1512.698608
17075,410.6732178,1641.110474
17076,421.7512207,1512.312744
17077,409.8950806,1640.234497
17078,420.7117615,1511.87793
17079,408.9630737,1639.176636
17080,419.48349,1511.38562
17081,407.8681641,1637.929443
17082,418.0567322,1510.82666
17083,406.5983582,1636.484253
17084,416.4181519,1510.192017
17085,405.1387634,1634.826172
17086,414.5517578,1509.473145
17087,403.4715881,1632.935913
17088,412.4404907,1508.666992
17089,401.579071,1630.78894
17090,410.0722046,1507.777954
17091,399.4533691,1628.367432
17092,407.45578,1506.8302
17093,397.1171875,1625.68335
17094,404.6480103,1505.876953
17095,394.6520691,1622.81543
17096,401.7733765,1504.999512
17097,392.1777039,1619.894653
17098,398.9729309,1504.255371
17099,389.8009949,1617.060547
17100,396.3894043,1503.668213
17101,387.7228699,1614.745605
17102,394.2903442,1503.323853
17103,386.2285461,1613.467773
17104,392.852356,1503.284912
17105,385.315033,1612.909668
17106,391.9805298,1503.417114
17107,384.8095093,1612.730347
17108,391.5594482,1503.613159
17109,384.6329346,1612.914185
17110,391.514679,1503.829956
17111,384.7261047,1613.419556
17112,391.7759399,1504.058594
17113,385.0418701,1614.194336
17114,392.2862244,1504.30481
17115,385.5472107,1615.192993
17116,393.0023193,1504.584839
17117,386.223175,1616.388306
17118,393.8925171,1504.923462
17119,387.0743713,1617.791504
17120,394.956665,1505.35437
17121,388.1330566,1619.445068
17122,396.2733459,1505.922974
17123,389.4748535,1621.408569
17124,398.0474243,1506.703979
17125,391.2424927,1623.778076
17126,400.4906311,1507.781616
17127,393.5562439,1626.606567
17128,403.6956177,1509.174072
17129,396.5322571,1629.970825
17130,407.7649231,1510.909058
17131,400.3761902,1634.159424
17132,413.0315857,1513.132568
17133,405.6552429,1640.088013
17134,420.381134,1516.288696
17135,413.0762634,1648.330811
17136,430.9509277,1520.956177
17137,422.5626221,1658.184448
17138,444.3085938,1527.436768
17139,427.6453552,1660.298828
17140,450.3572693,1531.728271
17141,428.7863159,1658.664063
17142,449.4848633,1532.931396
17143,425.1307373,1651.969849
17144,442.9665527,1531.392456
17145,420.2412109,1644.804077
17146,435.3981934,1529.375854
17147,415.3880005,1638.00708
17148,428.5632324,1527.697754
17149,411.2866821,1632.461792
17150,423.0868225,1526.584717
17151,408.7802429,1629.437988
17152,420.0464172,1526.346558
17153,407.5702209,1628.131226
17154,418.7319641,1526.541992
17155,407.1804504,1627.893433
17156,418.3953247,1526.7146
17157,407.2321777,1628.272949
17158,418.5191956,1526.674927
17159,407.4424744,1628.903931
17160,418.7547607,1526.403931
17161,407.6420288,1629.567261
17162,418.917511,1525.943481
17163,407.744873,1630.133789
17164,418.9253235,1525.359619
17165,407.7142944,1630.53064
17166,418.7528687,1524.71936
17167,407.5446167,1630.733154
17168,418.4074707,1524.067383
17169,407.2495117,1630.761841
17170,417.9150085,1523.417603
17171,406.8477173,1630.654053
17172,417.3018494,1522.759277
17173,406.3547974,1630.445068
17174,416.5881042,1522.072144
17175,405.7825317,1630.166382
17176,415.7879333,1521.33374
17177,405.1438904,1629.848999
17178,414.9203796,1520.530029
17179,404.4645996,1629.538574
17180,414.024292,1519.6604
17181,403.7974854,1629.308716
17182,413.1761169,1518.745483
17183,403.2380981,1629.280029
17184,412.5067139,1517.835815
17185,402.9076233,1629.592896
17186,412.17453,1516.993042
17187,402.8786316,1630.313232
17188,412.2626953,1516.243408
17189,403.1433105,1631.407104
17190,412.7427063,1515.567383
17191,403.6586304,1632.809082
17192,413.5428772,1514.946167
17193,404.3440247,1634.393433
17194,414.545166,1514.36084
17195,405.0874634,1635.994141
17196,415.5954285,1513.785034
17197,405.7828369,1637.467651
17198,416.5513916,1513.202271
17199,406.3618469,1638.736938
17200,417.3239136,1512.597778
17201,406.7890625,1639.776978
17202,417.8695068,1511.94519
17203,407.0094299,1640.529175
17204,418.1230774,1511.224365
17205,406.9390869,1640.886475
17206,417.9848938,1510.431152
17207,406.4946899,1640.73938
17208,417.3587036,1509.572754
17209,405.6252441,1640.01709
17210,416.1925659,1508.655273
17211,404.3292542,1638.713013
17212,414.5062866,1507.686157
17213,402.6468506,1636.87085
17214,412.3865356,1506.700562
17215,400.6551819,1634.578857
17216,409.9628601,1505.767944
17217,398.4432678,1631.937256
17218,407.3483582,1504.951782
17219,396.1326294,1629.153687
17220,404.6948547,1504.328613
17221,393.9914246,1626.845459
17222,402.353241,1504.029175
17223,392.1678772,1624.977051
17224,400.4022827,1503.995728
17225,390.585907,1623.105225
17226,398.6820068,1504.068848
17227,389.2094421,1621.393433
17228,397.1495972,1504.197266
17229,388.0473022,1619.991455
17230,395.844635,1504.364624
17231,387.1403198,1619.012085
17232,394.8440247,1504.558716
17233,386.5038147,1618.461304
17234,394.1741638,1504.765381
17235,386.1042786,1618.247681
17236,393.7901001,1504.973877
17237,385.8955994,1618.28479
17238,393.6325073,1505.177002
17239,385.8427734,1618.523071
17240,393.6575012,1505.369263
17241,385.9241638,1618.938721
17242,393.8387451,1505.54834
17243,386.1305847,1619.522949
17244,394.1658325,1505.715576
17245,386.4632263,1620.279907
17246,394.6416321,1505.878052
17247,386.933075,1621.221802
17248,395.2796326,1506.053589
17249,387.5522766,1622.348511
17250,396.0894775,1506.274414
17251,388.3103027,1623.600464
17252,397.0409546,1506.586548
17253,389.1953125,1624.925903
17254,398.1037903,1507.040405
17255,390.3328552,1626.549194
17256,399.4919434,1507.729126
17257,392.0256653,1628.878418
17258,401.8581543,1508.931152
17259,394.8123169,1632.391235
17260,405.927063,1511.052856
17261,398.9111023,1636.803955
17262,411.798645,1514.104736
17263,404.9031982,1642.880127
17264,420.5544739,1518.506348
17265,414.2561951,1652.779053
17266,434.3531799,1525.216553
17267,425.0314941,1662.590454
17268,449.9056396,1533.807739
17269,431.2749023,1665.133423
17270,456.9685974,1539.363281
17271,430.3342285,1660.441895
17272,452.4100342,1538.949707
17273,424.8630066,1651.821899
17274,443.0036316,1536.016846
17275,418.5144348,1643.183228
17276,433.5911255,1533.018188
17277,413.101593,1636.049927
17278,426.2415771,1531.053467
17279,408.951416,1630.533447
17280,420.8621216,1529.987793
17281,407.0365295,1628.625
17282,418.7159424,1529.782471
17283,406.8163147,1629.053589
17284,418.7216187,1529.845581
17285,407.1717224,1629.952148
17286,419.2390747,1529.750732
17287,407.5651245,1630.826538
17288,419.6524658,1529.377808
17289,407.8369141,1631.620605
17290,419.8405457,1528.742188
17291,407.9866638,1632.367432
17292,419.8560791,1527.932739
17293,408.034668,1633.036133
17294,419.7475281,1527.064941
17295,407.9757996,1633.529907
17296,419.5146484,1526.246216
17297,407.8092346,1633.801758
17298,419.1624451,1525.531738
17299,407.5651855,1633.906372
17300,418.7359924,1524.9198
17301,407.2829895,1633.923706
17302,418.2857666,1524.380615
17303,406.9893799,1633.909058
17304,417.8398132,1523.880005
17305,406.6945801,1633.888062
17306,417.4045715,1523.387329
